id,lnTE.WT,wt_TE,geneSymbol,Nm_AUG_status
uc001abz.4,0.635457316,1.887885304,NOC2L,AUG
uc001aci.2,1.136212842,3.114949194,HES4,AUG
uc001acj.4,1.272820573,3.570910385,ISG15,AUG
uc001ack.2,0.614253596,1.848276524,AGRN,AUG
uc001adh.4,0.624914529,1.868086283,SDF4,AUG
uc001adk.3,0.47771253,1.612381905,B3GALT6,AUG
uc001ado.3,0.596575423,1.815889487,UBE2J2,AUG
uc001aeb.2,1.07396681,2.926967224,ACAP3,AUG
uc001aed.3,0.91354586,2.49314723,PUSL1,AUG
uc001aee.2,1.056318662,2.875764816,CPSF3L,AUG
uc001aer.4,0.136569402,1.146334433,DVL1,AUG
uc001afi.2,0.695201466,2.004112794,CCNL2,AUG
uc001afo.4,0.347788833,1.41593322,MRPL20,AUG
uc001afv.3,0.889219779,2.433230453,ATAD3B,AUG
uc001afz.2,0.900696025,2.461315652,ATAD3A,AUG
uc001agd.3,0.193464171,1.213445909,SSU72,AUG
uc001agv.1,1.145791911,3.144930876,CDK11B,AUG
uc001aie.3,0.089210386,1.093310649,NADK,AUG
uc001aif.3,0.101226324,1.106527047,GNB1,AUG
uc001aiq.3,0.788499253,2.200092166,PRKCZ,AUG
uc001aja.4,0.899223196,2.457693224,SKI,AUG
uc001aje.2,0.134982037,1.144516225,RER1,AUG
uc001ajg.3,0.494308258,1.63936383,PEX10,AUG
uc001ajm.1,1.071069409,2.918498901,PANK4,AUG
uc001akg.4,1.03023456,2.80172293,ARHGEF16,AUG
uc001akm.3,1.154178869,3.171418198,TPRG1L,AUG
uc001ako.3,1.262369335,3.533784295,WRAP73,AUG
uc001akx.1,0.531818148,1.702024029,LRRC47,AUG
uc001alf.3,0.550242265,1.733672975,C1orf174,AUG
uc001aly.2,1.159299709,3.187700177,KCNAB2,AUG
uc001amd.3,-0.164056111,0.848694399,RPL22,AUG
uc001amk.3,-1.132218981,0.322317246,ICMT,AUG
uc001amt.3,1.388264407,4.007887951,ACOT7,AUG
uc001ans.3,0.166816882,1.181537885,NOL9,AUG
uc001aoa.3,0.780104473,2.181700182,KLHL21,AUG
uc001aof.2,0.779522684,2.180431262,DNAJC11,AUG
uc001aoi.3,1.208708122,3.349155157,CAMTA1,AUG
uc001aol.3,-0.086999573,0.916677487,VAMP3,AUG
uc001aox.4,0.274683778,1.316114425,PARK7,AUG
uc001aoz.3,0.64540749,1.906763858,ERRFI1,AUG
uc001apf.3,0.796680196,2.218164819,RERE,AUG
uc001apj.2,-0.618320822,0.538848501,ENO1,AUG
uc001apw.3,0.504354542,1.655916351,SLC25A33,AUG
uc001aqh.3,0.888051405,2.43038919,CLSTN1,AUG
uc001aqm.3,0.668905033,1.952098666,LZIC,AUG
uc001aqs.4,0.074173329,1.076993464,UBE4B,AUG
uc001aqw.4,0.513908983,1.671813529,KIF1B,AUG
uc001arc.3,0.61358096,1.847033724,PGD,AUG
uc001arj.3,0.809864625,2.247603697,DFFA,AUG
uc001arn.3,1.328948777,3.777070756,PEX14,AUG
uc001art.3,0.369623567,1.447189742,TARDBP,AUG
uc001arz.1,0.987043709,2.683290149,SRM,AUG
uc001asa.3,0.603208611,1.82797466,EXOSC10,AUG
uc001asd.3,0.083520846,1.087107877,MTOR,AUG
uc001asg.3,0.669970314,1.954179308,UBIAD1,AUG
uc001asv.3,0.694020329,2.001747059,AGTRAP,AUG
uc001atk.3,0.168046254,1.182991327,KIAA2013,AUG
uc001atm.3,0.887410599,2.428832281,PLOD1,AUG
uc001ato.2,0.93720047,2.552824696,MIIP,AUG
uc001atv.3,0.248773017,1.282450905,VPS13D,AUG
uc001awh.2,-0.097197783,0.907376525,EFHD2,AUG
uc001aws.3,0.628762257,1.875288018,DNAJC16,AUG
uc001awx.2,1.13366946,3.107036755,DDI2,AUG
uc001axk.1,0.462176946,1.587526185,SPEN,AUG
uc001axl.4,1.199669906,3.319021153,ZBTB17,AUG
uc001aya.2,0.657454436,1.92987346,EPHA2,AUG
uc001ayg.3,1.043053535,2.837869331,FBXO42,AUG
uc001aym.5,-0.275015218,0.759560564,SZRD1,AUG
uc001ayq.3,0.868384818,2.38305867,NECAP2,AUG
uc001baa.2,0.899828742,2.459181921,ATP13A2,AUG
uc001bae.3,0.232928607,1.262291357,SDHB,AUG
uc001bal.3,-0.681327622,0.505944843,RCC2,AUG
uc001bbc.3,1.18052489,3.25608284,ALDH4A1,AUG
uc001bbi.3,-0.256778765,0.773539329,UBR4,AUG
uc001bbo.4,0.231137692,1.260032724,EMC1,AUG
uc001bbs.3,0.553648792,1.73958885,MRTO4,AUG
uc001bbw.3,0.837677632,2.310993762,AKR7A2,AUG
uc001bcj.2,0.649506082,1.914594943,NBL1,AUG
uc001bcn.3,0.967184099,2.630526718,TMCO4,AUG
uc001bdi.4,0.937859784,2.554508364,MUL1,AUG
uc001bdk.3,1.392814953,4.026167589,CDA,AUG
uc001bdm.3,0.125834695,1.134094681,PINK1,AUG
uc001bdo.1,0.357009853,1.42904995,DDOST,AUG
uc001bdw.1,-0.241114483,0.785751666,HP1BP3,AUG
uc001bef.3,0.15958681,1.173026088,EIF4G3,AUG
uc001bei.2,0.933484442,2.543355932,ECE1,AUG
uc001bfb.3,0.216365533,1.241556126,USP48,AUG
uc001bfj.3,0.772431369,2.165023831,HSPG2,AUG
uc001bfr.3,-0.876228135,0.416350371,CDC42,AUG
uc001bfu.2,0.772836667,2.165901489,ZBTB40,AUG
uc001bgj.2,-0.096529991,0.907982666,KDM1A,AUG
uc001bgp.4,0.082581899,1.086087619,HNRNPR,AUG
uc001bhh.4,0.666714349,1.947826916,ID3,AUG
uc001bhk.3,-0.154508004,0.856836634,RPL11,AUG
uc001bho.3,0.023506488,1.023784943,TCEB3,AUG
uc001bhq.3,0.579633079,1.785383216,PITHD1,AUG
uc001bht.3,0.997376569,2.71115995,LYPLA2,AUG
uc001bib.3,1.253269005,3.501771576,HMGCL,AUG
uc001big.3,-1.042922026,0.352423386,PNRC2,AUG
uc001bjm.3,0.670695423,1.955596815,SRRM1,AUG
uc001bjo.2,-1.021378282,0.360098281,CLIC4,AUG
uc001bjt.1,1.039074166,2.826598841,SYF2,AUG
uc001bke.3,0.452422509,1.572116041,TMEM50A,AUG
uc001bkk.3,0.89839596,2.455660972,TMEM57,AUG
uc001bkq.4,0.58288343,1.791195779,MTFR1L,AUG
uc001bkw.1,0.965829389,2.62696553,AUNIP,AUG
uc001bll.4,1.198128308,3.313908498,ZNF593,AUG
uc001bls.1,0.423959683,1.527999988,CEP85,AUG
uc001blu.3,1.441829775,4.228425811,SH3BGRL3,AUG
uc001bmk.3,0.905240851,2.472527362,DHDDS,AUG
uc001bmp.4,-0.460092711,0.631225121,HMGN2,AUG
uc001bms.1,0.801116845,2.228027901,RPS6KA1,AUG
uc001bmv.1,1.049767049,2.856985503,ARID1A,AUG
uc001bnc.1,1.212784461,3.362835312,SFN,AUG
uc001bnd.1,1.03720791,2.821328604,GPN2,AUG
uc001bng.2,0.871519246,2.390539914,NUDC,AUG
uc001bnr.4,0.884260255,2.421192664,TMEM222,AUG
uc001bof.2,0.286599119,1.331890177,WASF2,AUG
uc001bon.1,1.3374578,3.809347063,IFI6,AUG
uc001bou.4,0.8279252,2.288565495,STX12,AUG
uc001bov.2,0.261648373,1.299069674,PPP1R8,AUG
uc001bpe.1,0.467539905,1.596062893,RPA2,AUG
uc001bpi.2,0.476956188,1.611162854,EYA3,AUG
uc001bpn.3,0.653292972,1.921859048,DNAJC8,AUG
uc001bpq.3,1.032965886,2.809385809,ATPIF1,AUG
uc001bpy.3,0.465419759,1.592682591,PHACTR4,AUG
uc001bqf.2,0.28965125,1.33596149,RCC1,AUG
uc001bqi.3,1.119871505,3.06446041,TRNAU1AP,AUG
uc001bqv.3,1.078742428,2.940978732,RAB42,AUG
uc001bqy.3,1.238393968,3.450068093,TAF12,AUG
uc001bra.3,1.064270217,2.898722773,GMEB1,AUG
uc001brm.2,0.524678347,1.689915195,EPB41,AUG
uc001bro.3,0.903307461,2.467751621,SRSF4,AUG
uc001bsh.1,-0.197871868,0.820474976,PUM1,AUG
uc001bso.3,0.618126413,1.855448439,SNRNP40,AUG
uc001bsp.1,0.587258883,1.799050243,ZCCHC17,AUG
uc001bta.3,1.190157832,3.287600055,TINAGL1,AUG
uc001bth.2,0.636303932,1.889484295,PEF1,AUG
uc001bty.2,-2.056665503,0.127879674,PTP4A2,AUG
uc001bub.4,0.512769657,1.669909873,KHDRBS1,AUG
uc001bug.3,-0.282995782,0.753522966,KPNA6,AUG
uc001bui.3,0.148777353,1.160414598,TXLNA,AUG
uc001bvb.1,0.236082928,1.266279316,HDAC1,AUG
uc001bvd.4,0.718901261,2.052177164,MARCKSL1,AUG
uc001bvp.3,1.041642052,2.833866552,ZBTB8OS,AUG
uc001bvr.3,-0.424005394,0.654420352,RBBP4,AUG
uc001bvu.1,0.624407572,1.867139484,KIAA1522,AUG
uc001bvy.1,0.265423397,1.303982961,YARS,AUG
uc001bwc.4,0.551795229,1.736367399,S100PBP,AUG
uc001bwp.2,0.634286498,1.885676228,AK2,AUG
uc001bxg.1,0.489826964,1.632033795,PHC2,AUG
uc001byb.3,0.447546003,1.56446827,SMIM12,AUG
uc001bym.3,0.425332102,1.530098484,ZMYM1,AUG
uc001bys.3,-0.476769323,0.620785714,SFPQ,AUG
uc001byt.3,-0.252866826,0.776571294,ZMYM4,AUG
uc001byx.3,0.682479211,1.978777463,KIAA0319L,AUG
uc001bza.3,1.052415057,2.864560849,NCDN,AUG
uc001bzf.2,0.638470395,1.89358223,PSMB2,AUG
uc001bzi.3,0.479260558,1.614879851,CLSPN,AUG
uc001bzl.3,0.522769519,1.686692514,AGO1,AUG
uc001bzp.3,0.858028255,2.358505734,AGO3,AUG
uc001bzt.3,0.998410719,2.713965146,ADPRHL2,AUG
uc001bzz.3,0.896917894,2.452034024,MAP7D1,AUG
uc001cae.4,-0.039392786,0.961373021,THRAP3,AUG
uc001cas.2,0.582484291,1.790480986,MRPS15,AUG
uc001cbe.2,0.357381948,1.429581791,MEAF6,AUG
uc001cbi.4,0.964921446,2.624581477,SNIP1,AUG
uc001cbk.3,0.632368625,1.882063206,GNL2,AUG
uc001cbp.3,1.256254537,3.512241849,C1orf109,AUG
uc001cbs.4,0.762319247,2.143241166,CDCA8,AUG
uc001cby.2,0.531115407,1.700828367,MANEAL,AUG
uc001cca.1,0.454200523,1.574913772,YRDC,AUG
uc001ccd.2,0.551609888,1.736045608,C1orf122,AUG
uc001ccg.1,0.830781561,2.295111809,INPP5B,AUG
uc001cci.3,0.383068572,1.466778607,SF3A3,AUG
uc001cck.3,1.467603496,4.338824661,FHL3,AUG
uc001ccn.4,0.422493425,1.525761188,UTP11L,AUG
uc001ccq.3,0.976098822,2.654081973,RRAGC,AUG
uc001ccs.3,0.506682466,1.659775689,MYCBP,AUG
uc001ccw.3,-0.140787115,0.86867422,AKIRIN1,AUG
uc001ccy.3,0.49645959,1.642894442,NDUFS5,AUG
uc001cdl.2,-0.434246432,0.647752609,PABPC4,AUG
uc001cdw.3,1.207608166,3.345473259,PPIE,AUG
uc001cey.4,-0.042754184,0.958146889,CAP1,AUG
uc001cfb.2,-0.223714164,0.79954364,PPT1,AUG
uc001cfc.4,0.304708627,1.356229777,RLF,AUG
uc001cfg.4,-0.779496086,0.458637067,ZMPSTE24,AUG
uc001cfj.3,1.18952201,3.285510391,SMAP2,AUG
uc001cgj.3,-0.270022066,0.76336265,CITED4,AUG
uc001cgk.4,0.279431428,1.322377732,CTPS1,AUG
uc001chf.3,0.226505931,1.254210049,FOXJ3,AUG
uc001chl.3,0.917450025,2.502899913,PPCS,AUG
uc001chq.3,1.166831705,3.21180057,PPIH,AUG
uc001chs.3,-1.347637991,0.259853312,YBX1,AUG
uc001chx.4,1.08693241,2.965164199,LEPRE1,AUG
uc001cik.2,0.695102389,2.003914242,SLC2A1,AUG
uc001cix.3,0.563141615,1.756181088,CDC20,AUG
uc001cje.2,0.648317942,1.912321487,MED8,AUG
uc001cjr.3,0.904682674,2.471147639,PTPRF,AUG
uc001cjx.3,0.763986096,2.146816605,KDM4A,AUG
uc001ckx.3,1.031632607,2.805642609,IPO13,AUG
uc001ckz.3,0.423645219,1.527519563,DPH2,AUG
uc001cld.3,-0.134726552,0.87395486,ATP6V0B,AUG
uc001clq.1,1.378418075,3.968618602,DMAP1,AUG
uc001clt.3,0.537318774,1.711412023,ERI3,AUG
uc001clv.1,0.429501415,1.536491261,RNF220,AUG
uc001cmg.4,0.308048059,1.360766384,KIF2C,AUG
uc001cmi.3,-0.268140094,0.76480063,RPS8,AUG
uc001cmt.3,0.914548193,2.495647446,EIF2B3,AUG
uc001cna.2,0.5273132,1.694373744,UROD,AUG
uc001cne.3,0.308327845,1.361147161,HPDL,AUG
uc001coe.3,0.78725307,2.197352156,AKR1A1,AUG
uc001coi.2,0.876195952,2.40174595,NASP,AUG
uc001coq.3,-0.946414899,0.388130017,GPBP1L1,AUG
uc001cor.1,0.732914546,2.081137348,TMEM69,AUG
uc001cou.3,1.065323146,2.90177653,IPP,AUG
uc001cov.3,0.817690699,2.265262619,MAST2,AUG
uc001cpb.4,0.714500026,2.043164898,PIK3R3,AUG
uc001cpg.3,0.519919804,1.681892763,POMGNT1,AUG
uc001cpn.3,0.687079218,1.987900821,LRRC41,AUG
uc001cpp.3,0.656874329,1.928754252,UQCRH,AUG
uc001cpr.2,0.65204633,1.919464671,NSUN4,AUG
uc001cqb.4,1.290705241,3.635349449,MKNK1,AUG
uc001cqh.4,0.733348372,2.082040395,ATPAF1,AUG
uc001crd.1,0.105667725,1.111452507,STIL,AUG
uc001cri.3,-0.861224178,0.422644374,CMPK1,AUG
uc001cse.1,0.127452919,1.135931386,FAF1,AUG
uc001csg.3,0.666426445,1.947266209,CDKN2C,AUG
uc001csq.1,0.072864683,1.075584982,EPS15,AUG
uc001csu.3,-0.102710659,0.902388034,OSBPL9,AUG
uc001ctc.4,0.128457016,1.137072544,NRD1,AUG
uc001cti.4,0.321477756,1.379164328,TXNDC12,AUG
uc001ctj.1,1.103258281,3.013970405,KTI12,AUG
uc001ctk.3,0.170162682,1.185497695,BTF3L4,AUG
uc001cto.4,0.638332262,1.893320682,ZFYVE9,AUG
uc001ctq.2,0.920583872,2.510755922,CC2D1B,AUG
uc001ctu.3,0.539112957,1.714485365,ORC1,AUG
uc001ctv.4,1.282782064,3.606659739,PRPF38A,AUG
uc001cty.2,0.173519883,1.189484337,ZCCHC11,AUG
uc001cuj.3,-0.037953775,0.962757443,ZYG11B,AUG
uc001cuk.2,0.378303131,1.459805388,ZYG11A,AUG
uc001cur.2,0.437092644,1.548199502,SCP2,AUG
uc001cvb.4,0.965451143,2.625972078,CPT2,AUG
uc001cvd.3,1.0784259,2.940047977,C1orf123,AUG
uc001cvf.2,1.619998205,5.053081246,MAGOH,AUG
uc001cvi.2,0.1374683,1.147365334,LRP8,AUG
uc001cvs.3,-1.247306873,0.287277431,NDC1,AUG
uc001cwh.3,1.130202826,3.096284443,HSPB11,AUG
uc001cwj.2,0.875700285,2.400555779,LRRC42,AUG
uc001cwp.3,-0.017027547,0.983116602,TMEM59,AUG
uc001cxa.4,0.277833471,1.320266316,MRPL37,AUG
uc001cxe.4,1.093201178,2.983810509,SSBP3,AUG
uc001cxx.4,0.988595111,2.687456241,TTC4,AUG
uc001cyc.1,-0.822735578,0.439228466,DHCR24,AUG
uc001cyf.2,0.708397639,2.03073468,PCSK9,AUG
uc001cyk.4,-0.572692776,0.564004654,PRKAA2,AUG
uc001cyy.3,0.295182215,1.343371119,OMA1,AUG
uc001czo.3,0.997668377,2.711951203,HOOK1,AUG
uc001czz.1,0.904496679,2.470688061,TM2D1,AUG
uc001dab.3,0.294042266,1.341840617,INADL,AUG
uc001dak.2,-0.647270981,0.523472395,USP1,AUG
uc001daq.4,0.736330205,2.088257957,DOCK7,AUG
uc001dau.3,0.827093212,2.286662228,ATG4C,AUG
uc001dbb.2,1.021811392,2.778222659,ITGB3BP,AUG
uc001dbs.2,0.650613674,1.916716707,RAVER2,AUG
uc001dbu.1,0.196341173,1.216942022,JAK1,AUG
uc001dby.3,-0.00818344,0.991849953,AK4,AUG
uc001dcf.3,-0.333245547,0.716594215,LEPROT,AUG
uc001dde.2,-0.352921122,0.702632613,MIER1,AUG
uc001ddk.2,0.342973624,1.409131594,SLC35D1,AUG
uc001ddv.3,-0.887005831,0.411887168,SERBP1,AUG
uc001dea.2,-1.777277342,0.169097917,GNG12,AUG
uc001dee.3,1.131696733,3.100913461,WLS,AUG
uc001dem.4,-0.866789721,0.420298662,DEPDC1,AUG
uc001der.2,0.344484169,1.411261759,LRRC40,AUG
uc001des.3,0.178875379,1.195871704,SRSF11,AUG
uc001dex.4,-0.313841292,0.730634977,ANKRD13C,AUG
uc001dft.3,0.22990463,1.258479983,ZRANB2,AUG
uc001dgj.3,0.916742407,2.501129443,CRYZ,AUG
uc001dgn.3,0.2143335,1.239035804,TYW3,AUG
uc001dgy.2,-0.237737374,0.788409721,RABGGTB,AUG
uc001dhk.3,0.031777789,1.032288094,PIGK,AUG
uc001dhq.3,-0.593961773,0.55213551,ZZZ3,AUG
uc001dht.4,-0.090509113,0.913466009,USP33,AUG
uc001dic.4,1.40673273,4.08259465,NEXN,AUG
uc001dii.3,0.204785659,1.227261984,FUBP1,AUG
uc001dij.3,0.129978119,1.138803465,DNAJB4,AUG
uc001djl.3,0.520330212,1.682583167,PRKACB,AUG
uc001djv.4,0.901901581,2.464284695,RPF1,AUG
uc001djw.4,1.282059663,3.604055225,GNG5,AUG
uc001dkj.3,0.093960123,1.09851594,SSX2IP,AUG
uc001dkv.3,0.705222373,2.024296784,C1orf52,AUG
uc001dlb.3,-0.090542805,0.913435233,DDAH1,AUG
uc001dle.3,1.428996963,4.174509903,CYR61,AUG
uc001dlh.3,1.015596012,2.761008501,ZNHIT6,AUG
uc001dll.2,1.066484397,2.905148178,ODF2L,AUG
uc001dly.3,0.463352073,1.589392826,SH3GLB1,AUG
uc001dmn.3,-0.316061303,0.729014758,PKN2,AUG
uc001dmo.4,1.027728556,2.794710591,GTF2B,AUG
uc001dmp.2,1.038907994,2.826129179,CCBL2,AUG
uc001dms.3,0.19851903,1.219595236,RBMXL1,AUG
uc001dnn.3,0.22153519,1.247991164,LRRC8D,AUG
uc001dnq.2,1.11277784,3.042799075,ZNF326,AUG
uc001dnw.3,-0.482731567,0.61709545,ZNF644,AUG
uc001dof.3,0.450066516,1.568416507,CDC7,AUG
uc001doh.3,0.066242014,1.068485274,TGFBR3,AUG
uc001dor.3,1.049167627,2.855273476,GLMN,AUG
uc001dot.2,0.870759941,2.388725454,RPAP2,AUG
uc001dox.3,0.052950077,1.054377006,EVI5,AUG
uc001doz.3,-0.508962679,0.601118809,RPL5,AUG
uc001dpn.3,-0.397904133,0.671726421,TMED5,AUG
uc001dpu.3,-0.639707283,0.527446794,DR1,AUG
uc001dpz.4,1.043410635,2.838882915,BCAR3,AUG
uc001dqf.3,0.558479189,1.748012082,DNTTIP2,AUG
uc001dqg.1,0.202141026,1.224020615,GCLM,AUG
uc001dqj.4,0.458573971,1.581816659,ARHGAP29,AUG
uc001dqn.4,-0.28565775,0.75151978,ABCD3,AUG
uc001dqz.4,0.361035368,1.434814206,CNN3,AUG
uc001drq.3,0.413367666,1.511900798,PTBP2,AUG
uc001dsi.1,0.435533602,1.545787674,AGL,AUG
uc001dsr.2,-0.403244326,0.668148833,SLC35A3,AUG
uc001dst.3,-0.512798356,0.598817527,HIAT1,AUG
uc001dsu.3,0.652037479,1.919447682,SASS6,AUG
uc001dsv.3,0.915250039,2.497399621,TRMT13,AUG
uc001dta.3,0.531806836,1.702004776,DBT,AUG
uc001dtd.3,0.863695866,2.371910779,RTCA,AUG
uc001dto.2,-0.23937163,0.78712231,SLC30A7,AUG
uc001dtt.2,0.904252237,2.470084195,DPH5,AUG
uc001dvk.1,0.251323178,1.285725535,VAV3,AUG
uc001dvn.5,-0.358000799,0.699072516,SLC25A24,AUG
uc001dvt.4,0.280354945,1.323599534,HENMT1,AUG
uc001dvv.4,0.617151318,1.853640082,PRPF38B,AUG
uc001dvy.3,0.664412103,1.943347697,STXBP3,AUG
uc001dwf.2,0.353456517,1.423981067,CLCC1,AUG
uc001dwm.1,0.844638046,2.327135346,TAF13,AUG
uc001dwn.3,0.43189655,1.540175776,TMEM167B,AUG
uc001dwu.2,0.415274296,1.514786184,SARS,AUG
uc001dxd.3,0.996031822,2.707516576,PSRC1,AUG
uc001dxm.2,0.507282877,1.660772536,SORT1,AUG
uc001dxn.3,0.15242166,1.16465122,PSMA5,AUG
uc001dxz.3,-0.347802098,0.706238628,GNAI3,AUG
uc001dyf.3,1.329030333,3.777378812,GSTM4,AUG
uc001dyk.3,1.398392879,4.048688004,GSTM1,AUG
uc001dyo.2,0.383173403,1.466932378,GSTM3,AUG
uc001dyx.3,-0.229445335,0.794974425,AHCYL1,AUG
uc001dza.2,0.941837485,2.56468967,STRIP1,AUG
uc001dzl.1,0.333997439,1.396539567,RBM15,AUG
uc001dzr.3,0.834546207,2.303768377,LAMTOR5,AUG
uc001eaa.3,0.876220138,2.401804039,LRIF1,AUG
uc001ead.4,0.834906817,2.304599289,DRAM2,AUG
uc001eah.1,0.305221218,1.356925146,CEPT1,AUG
uc001ebb.3,0.070195111,1.07271746,WDR77,AUG
uc001ebc.3,-0.407628326,0.66522608,ATP5F1,AUG
uc001ebl.3,0.852577425,2.345684894,RAP1A,AUG
uc001ebs.3,0.606587258,1.834161187,DDX20,AUG
uc001ebx.3,0.849900955,2.339415133,CTTNBP2NL,AUG
uc001ecd.3,0.840165499,2.316750365,ST7L,AUG
uc001ecj.1,-0.791807323,0.453025292,CAPZA1,AUG
uc001eck.3,0.630411432,1.878383247,MOV10,AUG
uc001ecp.1,0.686661089,1.987069795,RHOC,AUG
uc001ecy.3,-1.112944847,0.328589888,SLC16A1,AUG
uc001edf.1,0.723756417,2.062165031,LRIG2,AUG
uc001edk.3,0.838475959,2.312839427,MAGI3,AUG
uc001eeb.3,1.142507776,3.13461944,AP4B1,AUG
uc001eeg.3,0.890437019,2.436194082,DCLRE1B,AUG
uc001eem.3,-0.290758553,0.747696185,HIPK1,AUG
uc001eew.3,-0.292084574,0.746705381,TRIM33,AUG
uc001efa.3,0.543577953,1.722157651,BCAS2,AUG
uc001efi.3,-1.742745459,0.175039177,CSDE1,AUG
uc001efp.4,-0.591821851,0.553318302,SIKE1,AUG
uc001efv.1,0.482869911,1.620719054,VANGL1,AUG
uc001ege.3,-0.007483162,0.992544767,ATP1A1,AUG
uc001egm.3,1.18614747,3.274441991,CD58,AUG
uc001egv.1,0.277231989,1.319472439,PTGFRN,AUG
uc001egy.3,0.613385845,1.846673375,TTF2,AUG
uc001ehd.1,-0.646641661,0.523801931,MAN1A2,AUG
uc001ehe.3,0.598727983,1.819802508,FAM46C,AUG
uc001ehf.3,0.097179607,1.102058293,GDAP2,AUG
uc001ehn.3,0.594088301,1.81137876,WARS2,AUG
uc001ehz.3,0.616520272,1.852470719,PHGDH,AUG
uc001eik.3,-0.240266392,0.786418338,NOTCH2,AUG
uc001emn.4,0.587666092,1.799782982,NOTCH2NL,AUG
uc001enn.4,0.034999943,1.03561965,TXNIP,AUG
uc001enr.3,0.930288096,2.535239465,LIX1L,AUG
uc001ent.2,0.260078119,1.297031406,RBM8A,AUG
uc001eoh.3,0.846285311,2.330971914,POLR3C,AUG
uc001eoj.3,0.516538229,1.676214922,RNF115,AUG
uc001epm.5,0.355636938,1.427089332,CHD1L,AUG
uc001epq.3,1.050933115,2.86031888,BCL9,AUG
uc001etc.3,0.02860964,1.029022827,HIST2H2BE,AUG
uc001etd.3,-0.284760813,0.752194148,HIST2H2AC,AUG
uc001ete.3,0.141788883,1.152333346,HIST2H2AB,AUG
uc001etf.3,1.150496016,3.159759812,BOLA1,AUG
uc001etk.2,1.607018936,4.987919735,SF3B4,AUG
uc001etn.3,0.77270038,2.165606325,OTUD7B,AUG
uc001etp.3,0.814984289,2.259140179,VPS45,AUG
uc001etw.3,-0.597680783,0.550085926,ANP32E,AUG
uc001ety.2,-0.402982463,0.66832382,APH1A,AUG
uc001euk.3,0.813346254,2.255442657,MRPS21,AUG
uc001eum.4,0.756562981,2.13093954,PRPF3,AUG
uc001euq.4,0.746179745,2.108927965,TARS2,AUG
uc001euz.3,-1.14424159,0.318465354,MCL1,AUG
uc001eve.3,0.140042098,1.150322224,ENSA,AUG
uc001evj.2,1.049801307,2.857083379,GOLPH3L,AUG
uc001evu.2,0.669791511,1.953829926,SETDB1,AUG
uc001evz.3,-0.406237502,0.666151936,CERS2,AUG
uc001ewh.1,0.822246196,2.275605557,PRUNE,AUG
uc001ewp.3,-0.006623318,0.993398568,CDC42SE1,AUG
uc001ewz.3,1.214882399,3.369897738,SCNM1,AUG
uc001exe.2,0.72417656,2.063031618,VPS72,AUG
uc001exj.3,-0.019073461,0.981107286,PIP5K1A,AUG
uc001exl.3,1.007288082,2.738165257,PSMD4,AUG
uc001exq.3,0.900040106,2.459701758,ZNF687,AUG
uc001exu.3,0.432391736,1.540938638,PI4KB,AUG
uc001exw.1,-0.388455835,0.67810317,RFX5,AUG
uc001eyc.1,-0.027115228,0.97324909,PSMB4,AUG
uc001eyd.2,0.495536177,1.641378072,POGZ,AUG
uc001eyl.3,0.758262988,2.134565233,TUFT1,AUG
uc001eyn.1,-0.144991614,0.865029547,SNX27,AUG
uc001eyv.3,0.556764153,1.745016747,MRPL9,AUG
uc001ezj.2,0.342661971,1.408692503,THEM4,AUG
uc001ezl.3,1.305198236,3.688420199,S100A10,AUG
uc001ezn.3,1.769211973,5.866228793,S100A11,AUG
uc001fbw.1,0.813954558,2.256815069,S100A6,AUG
uc001fbz.3,0.571343399,1.770644136,S100A4,AUG
uc001fcd.1,0.987163567,2.683611782,S100A16,AUG
uc001fch.3,1.328405756,3.775020284,S100A13,AUG
uc001fcn.2,0.597835173,1.818178495,CHTOP,AUG
uc001fcq.4,0.600525749,1.823077029,SNAPIN,AUG
uc001fcr.4,0.006279564,1.006299322,ILF2,AUG
uc001fcs.4,0.994129296,2.702370352,NPR1,AUG
uc001fct.3,0.261878826,1.299369083,INTS3,AUG
uc001fdb.4,0.750365954,2.117774883,GATAD2B,AUG
uc001fdd.1,0.715493117,2.045194954,DENND4B,AUG
uc001fds.3,-1.20769225,0.298886239,JTB,AUG
uc001fdt.2,1.138693656,3.122686397,RAB13,AUG
uc001fdv.3,-0.201546208,0.817465803,RPS27,AUG
uc001fec.2,0.579185065,1.784583518,TPM3,AUG
uc001fei.2,-0.897663274,0.407520812,C1orf43,AUG
uc001fep.4,0.302544862,1.353298387,UBAP2L,AUG
uc001fes.3,-0.229528147,0.794908594,HAX1,AUG
uc001fff.1,0.440195792,1.553011256,UBE2Q1,AUG
uc001ffh.3,-0.537308474,0.584318847,ADAR,AUG
uc001ffq.3,1.47523015,4.372041883,PMVK,AUG
uc001ffr.3,1.331999679,3.788611825,PBXIP1,AUG
uc001fft.3,0.344196276,1.410855525,PYGO2,AUG
uc001ffw.3,0.166375724,1.181016755,SHC1,AUG
uc001fgb.3,-0.394812129,0.673806616,CKS1B,AUG
uc001fgf.2,0.628835773,1.875425886,FLAD1,AUG
uc001fgr.2,-0.207437132,0.812664331,ADAM15,AUG
uc001fhh.3,-0.179105083,0.836018043,EFNA1,AUG
uc001fhj.4,0.079622478,1.08287818,SLC50A1,AUG
uc001fhm.3,1.434263256,4.196552085,DPM3,AUG
uc001fho.3,0.922129238,2.514638959,KRTCAP2,AUG
uc001fjb.3,0.932393002,2.540581526,MTX1,AUG
uc001fjl.3,1.076761312,2.93515808,GBA,AUG
