chrom,start,end,gene,strand,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
3,52686064,52686064,GNL3,+,2848.44,2848.44,2817.81,2817.81,2848.44,2542.15,2634.04,2052.1,1255.76,949.478,796.337,796.337,122.513,1102.62,1102.62,1317.02,1378.28,2082.73,3062.83,3369.12,3522.26,3920.43,3920.43,3981.68,3981.68,4042.94,4073.57,4073.57,4165.45,4165.45
4,151100517,151100517,RPS3A,+,2756.55,2848.44,2848.44,2940.32,3001.58,3093.46,3093.46,3032.21,3001.58,2970.95,2940.32,2909.69,2419.64,2511.52,2511.52,2266.5,2205.24,2082.73,2113.36,2419.64,2297.13,2235.87,2266.5,1378.28,1378.28,1378.28,1378.28,1378.28,1745.82,2266.5
16,87841152,87841152,SLC7A5,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.513,122.513,122.513,183.77,183.77,183.77,183.77,183.77,183.77,183.77,245.027,245.027,245.027,245.027,245.027,245.027
11,695593,695593,TMEM80,+,122.513,122.513,122.513,122.513,122.513,122.513,122.513,122.513,122.513,122.513,122.513,122.513,122.513,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567,61.2567
5,141320723,141320723,TAF7,-,857.593,1133.25,1102.62,1133.25,1378.28,1378.28,1378.28,1960.21,1960.21,2113.36,2113.36,2143.98,2143.98,2143.98,2235.87,2235.87,2266.5,2327.75,2327.75,2327.75,2327.75,2419.64,2970.95,2970.95,2970.95,3062.83,2940.32,2787.18,2848.44,2848.44
6,31159039,31159039,TCF19,+,153.142,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,306.283,183.77,183.77,183.77,183.77,183.77
6,32972315,32972315,BRD2,+,14609.7,16937.5,16845.6,17029.4,17151.9,17182.5,19571.5,19908.4,20061.6,20214.7,20429.1,20490.4,20735.4,20704.8,20184.1,19295.9,14395.3,15283.5,18285.1,18867.1,18805.8,19265.2,19357.1,19081.5,19112.1,19357.1,19449.0,19449.0,10413.6,10536.1
19,14492890,14492890,GIPC1,-,612.567,612.567,735.08,735.08,735.08,735.08,735.08,735.08,735.08,735.08,735.08,735.08,735.08,735.08,735.08,735.08,735.08,612.567,551.31,367.54,183.77,183.77,122.513,122.513,122.513,122.513,122.513,122.513,122.513,122.513
19,36236069,36236069,ZNF146,+,275.655,275.655,306.283,306.283,306.283,336.912,214.398,367.54,428.797,428.797,459.425,398.168,398.168,398.168,398.168,398.168,398.168,398.168,398.168,581.938,581.938,581.938,551.31,520.682,520.682,520.682,520.682,520.682,520.682,520.682
