chrom,start,end,gene,strand,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,3069260,3069260,PRDM16,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2412502,2412502,PEX10,-,1151.51,1407.4,1450.05,1151.51,1279.45,1279.45,1279.45,1279.45,1279.45,1279.45,1279.45,895.618,554.43,554.43,554.43,554.43,554.43,554.43,426.485,426.485,426.485,426.485,426.485,426.485,426.485,426.485,426.485,639.727,639.727,639.727
1,10474967,10474967,PEX14,+,2175.07,2175.07,2175.07,2473.61,2772.15,2772.15,3326.58,3326.58,3753.06,3753.06,3753.06,3753.06,3753.06,3838.36,3838.36,3838.36,3838.36,3923.66,3966.31,3966.31,3966.31,4008.95,4008.95,4008.95,4008.95,4008.95,4008.95,4008.95,4008.95,3838.36
1,2476589,2476589,PLCH2,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9355892,9355892,SPSB1,+,255.891,255.891,298.539,298.539,298.539,298.539,298.539,298.539,298.539,298.539,298.539,298.539,426.485,469.133,469.133,469.133,469.133,469.133,469.133,469.133,469.133,469.133,469.133,469.133,469.133,469.133,469.133,469.133,298.539,298.539
1,9069536,9069536,SLC2A5,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9972074,9972074,NMNAT1,+,1791.24,1791.24,1705.94,1705.94,1791.24,1791.24,1791.24,1791.24,1791.24,1791.24,1791.24,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1876.53,1663.29
1,11500993,11500993,DISP3,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2629484,2629484,MMEL1,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15215088,15215088,TMEM51,+,85.2969,85.2969,383.836,426.485,597.078,597.078,767.672,767.672,767.672,767.672,767.672,767.672,767.672,767.672,767.672,938.266,1151.51,1151.51,1151.51,1151.51,1151.51,1151.51,1151.51,1151.51,1151.51,1066.21,1066.21,1066.21,1066.21,1066.21
1,2395791,2395791,RER1,+,0.0,0.0,0.0,0.0,0.0,3923.66,3966.31,4478.09,4648.68,4733.98,4733.98,4904.57,4989.87,4989.87,4989.87,5075.17,4947.22,5373.71,5373.71,5416.35,5629.6,5629.6,5288.41,5075.17,5075.17,5075.17,4989.87,4989.87,4861.92,4861.92
1,2526587,2526587,PANK4,-,42.6485,42.6485,42.6485,42.6485,42.6485,42.6485,42.6485,42.6485,42.6485,42.6485,42.6485,42.6485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12234267,12234267,VPS13D,+,127.945,127.945,127.945,127.945,127.945,127.945,127.945,127.945,127.945,127.945,127.945,298.539,341.188,341.188,341.188,341.188,341.188,341.188,213.242,213.242,213.242,213.242,213.242,213.242,255.891,255.891,255.891,255.891,255.891,255.891
1,9997259,9997259,RBP7,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9129027,9129027,GPR157,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22489949,22489949,ZBTB40,+,341.188,341.188,341.188,341.188,341.188,341.188,341.188,469.133,469.133,469.133,469.133,469.133,511.781,511.781,511.781,511.781,511.781,511.781,511.781,511.781,511.781,511.781,511.781,554.43,554.43,554.43,554.43,597.078,597.078,554.43
1,5986289,5986289,NPHP4,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.945,170.594,170.594,170.594,170.594,170.594,170.594,341.188,341.188,341.188,341.188,341.188,341.188,341.188,341.188
